# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
2	"OTRAS"	"S1"	"AgrCons"	1	0	3	0	3	1	3	0	4	201.456032428714	163.588110809159	118.055331800133	4.78457976190476
3	"CRIOLLO"	"S0"	"AgrCons"	0	1	1	2	0	2	3	2	2	53.1879580386635	169.4188536186	119.94859369006	4.15401609523809
4	"CRIOLLO"	"S1"	"LabConvTra"	2	1	3	0	1	2	1	3	3	105.74010566582	106.824715627031	91.6449731681496	3.99240209523809
5	"CRIOLLO"	"S1"	"LabCeroMin"	1	0	2	0	1	1	3	1	4	219.36442607047	160.379497517901	9.02425552485511	3.90916566666666
6	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
7	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
8	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
9	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
10	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
11	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
12	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
13	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
14	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
15	"P4082W"	"S1"	"AgrCons"	3	1	4	2	1	0	2	0	2	139.058723649578	165.104108870612	106.789753655903	4.80813392857143
16	"P4082W"	"S0"	"AgrCons"	3	0	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.88268026190476
17	"P4082W"	"S0"	"AgrCons"	3	0	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.88268026190476
18	"P4082W"	"S0"	"AgrCons"	3	0	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.88268026190476
19	"P4082W"	"S0"	"AgrCons"	3	0	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.88268026190476
20	"P4082W"	"S0"	"AgrCons"	3	0	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.88268026190476
21	"P4082W"	"S0"	"AgrCons"	3	0	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.88268026190476
22	"P4082W"	"S1"	"AgrCons"	3	1	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.98583859523809
23	"P4082W"	"S1"	"AgrCons"	3	1	3	2	2	0	2	0	2	201.456032428714	165.104108870612	105.624969466589	4.98583859523809
24	"P4082W"	"S1"	"AgrCons"	3	1	4	2	2	1	2	0	3	201.456032428714	165.104108870612	105.624969466589	5.0313525952381
25	"P4082W"	"S1"	"AgrCons"	3	2	4	2	2	0	2	0	3	201.456032428714	165.104108870612	105.624969466589	5.05420192857143
26	"P4082W"	"S1"	"AgrCons"	3	2	4	2	2	0	2	0	3	201.456032428714	165.104108870612	105.624969466589	5.05420192857143
27	"P4082W"	"S1"	"AgrCons"	3	2	4	2	2	0	2	0	3	201.456032428714	165.104108870612	105.624969466589	5.05420192857143
28	"P4082W"	"S1"	"AgrCons"	3	2	3	2	2	0	2	3	3	201.456032428714	165.104108870612	105.624969466589	5.13144707142857
29	"P4082W"	"S1"	"AgrCons"	3	2	3	2	2	0	2	3	3	201.456032428714	165.104108870612	105.624969466589	5.13144707142857
30	"P4082W"	"S1"	"AgrCons"	3	2	3	2	2	0	2	3	3	201.456032428714	165.104108870612	105.624969466589	5.13144707142857
