# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S1"	"LabCeroMin"	2	1	4	1	1	2	1	2	4	213.681057331702	158.949877148438	85.3802326368168	5.153521
2	"P4082W"	"S1"	"LabCeroMin"	1	1	2	0	2	0	2	2	0	212.804403999727	79.2521453784266	106.358008598909	4.801523
3	"DEKAL"	"S1"	"LabCeroMin"	4	2	2	1	3	2	1	3	4	22.6634257023409	34.942895971681	82.7799993683584	4.708918
4	"DEKAL"	"S0"	"AgrCons"	4	0	2	0	0	0	3	3	1	130.101152343154	12.2861912201624	119.3030660972	4.67563266666666
5	"DEKAL"	"S0"	"LabConvTra"	2	2	2	1	3	1	2	3	0	29.7906820392702	24.0260277296277	6.82706254301593	4.435155
6	"P4082W"	"S1"	"LabCeroMin"	2	1	4	1	1	2	1	2	4	213.681057331702	158.949877148438	85.3802326368168	5.153521
7	"P4082W"	"S1"	"LabCeroMin"	2	1	4	1	1	2	1	2	4	213.681057331702	158.949877148438	85.3802326368168	5.153521
8	"P4082W"	"S1"	"LabCeroMin"	2	1	4	1	1	2	1	2	4	213.681057331702	158.949877148438	85.3802326368168	5.153521
9	"P4082W"	"S1"	"LabCeroMin"	2	1	4	1	1	2	1	2	4	213.681057331702	158.949877148438	85.3802326368168	5.153521
10	"P4082W"	"S1"	"LabCeroMin"	2	1	4	1	1	2	1	2	4	213.681057331702	158.949877148438	85.3802326368168	5.153521
11	"P4082W"	"S1"	"LabCeroMin"	2	1	4	2	2	2	1	1	4	213.681057331702	158.949877148438	85.3802326368168	5.23204233333333
12	"P4082W"	"S1"	"LabCeroMin"	2	1	4	2	2	2	1	1	4	213.681057331702	158.949877148438	85.3802326368168	5.23204233333333
13	"DEKAL"	"S1"	"AgrCons"	4	1	4	2	2	2	1	1	4	213.681057331702	158.949877148438	85.3802326368168	5.26973199999999
14	"DEKAL"	"S1"	"AgrCons"	4	1	4	2	2	2	1	1	4	213.681057331702	158.949877148438	85.3802326368168	5.26973199999999
15	"P4082W"	"S1"	"AgrCons"	4	1	3	2	2	0	1	1	4	187.144670803966	158.949877148438	85.3802326368168	5.28657566666666
16	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	2	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.29907566666666
17	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
18	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
19	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
20	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
21	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
22	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
23	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
24	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
25	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
26	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
27	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
28	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
29	"P4082W"	"S1"	"AgrCons"	0	1	4	2	2	1	1	1	4	213.681057331702	144.529560199329	85.3802326368168	5.30683066666666
30	"P4082W"	"S1"	"AgrCons"	3	1	4	2	2	1	0	1	4	146.965716895498	144.529560199329	85.3802326368168	5.31656166666666
