# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"OTRAS"	"S0"	"LabCeroMin"	0	0	0	0	3	2	2	3	3	215.399422564711	120.625352605036	3.5129873547703	4.413999
2	"OTRAS"	"S1"	"LabConvTra"	2	0	2	2	1	1	0	0	3	158.822495428743	52.1477563147154	96.6837433981709	4.33819409523809
3	"DEKAL"	"S1"	"LabCeroMin"	3	0	2	1	0	1	3	0	2	26.6998879482131	31.501878018179	91.6457579936832	4.10020266666667
4	"CRIOLLO"	"S1"	"AgrCons"	3	2	1	1	2	1	0	0	4	213.38915329135	3.26578412589617	60.5509257875383	3.98656033333333
5	"CRIOLLO"	"S0"	"AgrCons"	1	1	1	2	3	1	3	0	2	210.654088343335	5.25254183480982	124.394428404048	3.89682466666667
6	"OTRAS"	"S0"	"LabCeroMin"	0	0	0	0	3	2	2	3	3	215.399422564711	120.625352605036	3.5129873547703	4.413999
7	"OTRAS"	"S0"	"LabCeroMin"	0	0	0	0	3	2	2	3	3	215.399422564711	120.625352605036	3.5129873547703	4.413999
8	"OTRAS"	"S0"	"LabCeroMin"	0	0	0	0	3	2	2	3	3	215.399422564711	120.625352605036	3.5129873547703	4.413999
9	"OTRAS"	"S0"	"LabCeroMin"	0	0	0	0	3	2	2	3	3	215.399422564711	120.625352605036	3.5129873547703	4.413999
10	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
11	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
12	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
13	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
14	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
15	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
16	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
17	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
18	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
19	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
20	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
21	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
22	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
23	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
24	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
25	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
26	"OTRAS"	"S0"	"AgrCons"	2	0	0	1	3	1	1	3	3	158.822495428743	120.625352605036	70.173324958887	4.50970533333334
27	"OTRAS"	"S0"	"AgrCons"	2	0	0	2	3	1	1	3	3	158.822495428743	120.625352605036	107.243941118941	4.608797
28	"OTRAS"	"S0"	"AgrCons"	2	0	0	2	3	1	1	3	3	158.822495428743	120.625352605036	107.243941118941	4.608797
29	"OTRAS"	"S0"	"AgrCons"	2	0	0	2	3	1	1	3	3	158.822495428743	120.625352605036	107.243941118941	4.608797
30	"OTRAS"	"S0"	"AgrCons"	2	0	0	2	3	1	1	3	3	158.822495428743	120.625352605036	107.243941118941	4.608797
