# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
2	"P4082W"	"S0"	"LabCeroMin"	0	2	3	1	2	1	0	3	3	235.641639277749	64.9264421665203	117.560530279297	5.61703000000001
3	"P4082W"	"S0"	"LabCeroMin"	1	0	1	0	2	0	3	1	4	97.9796336005721	36.6399605167331	138.158044265583	5.20437298412699
4	"P4082W"	"S0"	"LabCeroMin"	1	1	2	1	1	1	2	1	1	140.59125806882	167.685209236355	141.787120560184	5.11926866666667
5	"DEKAL"	"S0"	"AgrCons"	1	1	1	2	0	0	3	2	0	114.293038764531	55.6470657330798	141.111085494049	5.01645390476191
6	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
7	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
8	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
9	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
10	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
11	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
12	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
13	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
14	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
15	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	3	0	245.370135027831	77.470425211871	91.5212044492364	5.68701997619048
16	"DEKAL"	"S1"	"LabCeroMin"	3	1	2	2	2	1	0	3	3	245.370135027831	77.470425211871	91.5212044492364	5.71350926190477
17	"DEKAL"	"S1"	"AgrCons"	3	1	2	2	2	1	0	3	1	245.370135027831	36.6399605167331	110.456545057241	5.88676416666667
18	"DEKAL"	"S1"	"AgrCons"	3	1	2	2	2	1	0	3	1	245.370135027831	36.6399605167331	110.456545057241	5.88676416666667
19	"DEKAL"	"S1"	"AgrCons"	3	1	2	2	2	1	0	3	1	245.370135027831	36.6399605167331	110.456545057241	5.88676416666667
20	"DEKAL"	"S1"	"AgrCons"	3	1	2	2	2	1	0	3	1	245.370135027831	36.6399605167331	110.456545057241	5.88676416666667
21	"DEKAL"	"S1"	"AgrCons"	3	1	2	2	2	1	0	3	1	245.370135027831	36.6399605167331	110.456545057241	5.88676416666667
22	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	2	1	221.560534707094	41.9593445916381	91.5212044492364	5.94365830952381
23	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	2	1	221.560534707094	41.9593445916381	91.5212044492364	5.94365830952381
24	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	2	1	221.560534707094	41.9593445916381	91.5212044492364	5.94365830952381
25	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	2	1	221.560534707094	41.9593445916381	91.5212044492364	5.94365830952381
26	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	2	1	221.560534707094	41.9593445916381	91.5212044492364	5.94365830952381
27	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	2	1	221.560534707094	41.9593445916381	91.5212044492364	5.94365830952381
28	"DEKAL"	"S1"	"AgrCons"	4	1	2	2	2	1	0	2	1	221.560534707094	41.9593445916381	91.5212044492364	5.94365830952381
29	"DEKAL"	"S1"	"AgrCons"	0	1	2	2	2	1	0	3	3	221.560534707094	26.5427260681894	110.456545057241	6.06926016666667
30	"DEKAL"	"S1"	"AgrCons"	0	1	2	2	2	1	0	3	3	221.560534707094	26.5427260681894	110.456545057241	6.06926016666667
