# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
2	"DEKAL"	"S0"	"LabConvTra"	0	0	1	0	0	0	2	1	4	165.963428009041	36.963086941205	149.437405541539	4.396567
3	"DEKAL"	"S0"	"AgrCons"	2	2	2	2	2	2	1	1	1	15.5904467462283	38.7063119962905	85.4013003408909	4.01161466666667
4	"CRIOLLO"	"S1"	"LabCeroMin"	3	2	2	1	2	1	0	3	2	234.378461994631	113.1902161761	108.861420827452	3.73488464285714
5	"CRIOLLO"	"S0"	"LabConvTra"	1	0	1	1	0	0	0	0	2	5.94018341244198	163.592344689718	126.723165123258	3.33367430952381
6	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
7	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
8	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
9	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
10	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
11	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
12	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
13	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
14	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
15	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
16	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
17	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
18	"DEKAL"	"S1"	"AgrCons"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.00344033333333
19	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
20	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
21	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
22	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
23	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
24	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
25	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
26	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
27	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.009135
28	"DEKAL"	"S1"	"LabCeroMin"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.012557
29	"DEKAL"	"S1"	"LabCeroMin"	0	1	3	2	2	1	2	2	3	189.249147489741	166.826373002892	98.4842031262815	5.012557
30	"DEKAL"	"S1"	"LabConvTra"	0	1	3	2	2	1	1	2	3	174.154664299507	166.826373002892	98.4842031262815	5.03400833333333
