# GHS Optimization
# Hugo Andres Dorado, Reserach at CIAT and master student Unicauca

"iter"	"Cultivar"	"Seed_treatment"	"Tillage_type"	"Numb_weeding"	"Numb_postHarv_herb"	"Numb_rastreo"	"Numb_preSow_herb"	"Numb_fertilizations"	"Numb_applic_foliar"	"Numb_applic_biofer"	"Num_postSow_herb"	"Numb_insecticides"	"Total_nitrogen"	"Total_phosphorus"	"Total_potassium"	"fitness"
1	"P4082W"	"S1"	"AgrCons"	2	2	0	0	0	0	0	0	3	231.694013121082	127.379582315455	147.11140114814	4.796585
2	"P4082W"	"S0"	"AgrCons"	3	1	4	0	2	0	0	2	1	210.354124900727	130.758623299086	108.864669024479	4.725809
3	"DEKAL"	"S0"	"AgrCons"	3	1	2	0	0	2	3	3	0	250.299829608854	40.9311176387034	31.5927610150538	4.108934
4	"DEKAL"	"S1"	"LabConvTra"	4	2	0	1	1	0	2	3	0	102.316475619962	113.523450302477	124.419361352921	4.10300333333334
5	"CRIOLLO"	"S1"	"AgrCons"	1	2	2	2	0	0	2	0	3	144.766848187186	52.4860461010691	22.0790073391981	3.770221
6	"P4082W"	"S1"	"AgrCons"	2	2	0	0	0	0	0	0	3	231.694013121082	127.379582315455	147.11140114814	4.796585
7	"P4082W"	"S1"	"AgrCons"	2	2	0	0	0	0	0	0	3	231.694013121082	127.379582315455	147.11140114814	4.796585
8	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
9	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
10	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
11	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
12	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
13	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
14	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
15	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
16	"P4082W"	"S1"	"AgrCons"	2	1	4	0	0	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	4.97911266666667
17	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
18	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
19	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
20	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
21	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
22	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
23	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
24	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
25	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
26	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
27	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
28	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
29	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
30	"P4082W"	"S1"	"AgrCons"	2	1	0	0	2	2	0	3	4	210.354124900727	127.379582315455	147.11140114814	5.11277433333334
