"Infiltration","Cultivar","Seed_treatment","Tillage_type","Numb_weeding","Numb_postHarv_herb","Numb_rastreo","Numb_preSow_herb","Numb_fertilizations","Numb_applic_foliar","Numb_applic_biofer","Num_postSow_herb","Numb_insecticides","Total_nitrogen","Total_phosphorus","Total_potassium","Clay","Silt","OM","CEC","Basis_saturation","Avg_min_temp","Avg_diurn_range","Acc_sol_energy","Freq_days_maxTemp_34","Acc_precipitation","Freq_days_minTemp_8","Avg_relative_humidiy","SD_relative_humidiy","Yield"
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,44,20,1.019558155,32.35618467,91.24216594,19.95339876,10.28981179,59963.46803,0.04137931,384.73,0,79.05060253,5.36800685,7.5
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,44,20,1.019558155,32.35618467,91.24216594,19.96262206,10.28501856,60436.39494,0.04109589,384.73,0,79.03354361,5.353434128,6
"D4","DEKAL","S0","AgrCons",0,1,0,0,2,0,0,3,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,19.28309242,10.80248741,73630.33252,0.038461538,386.73,0,78.60207345,5.30485051,4.85
"D4","DEKAL","S0","AgrCons",0,1,0,0,2,0,0,2,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,19.30162807,10.73727263,75028.137,0.037634409,395.73,0,78.62305036,5.257317939,5.45
"D3","DEKAL","S0","AgrCons",0,0,1,0,2,0,0,2,1,156,46,30,5,12,0.266354167,4.31,75.955,19.3565662,10.6804252,68698.09094,0.035087719,384.73,0,78.86261618,5.283063242,2.75
"D4","OTRAS","S1","AgrCons",4,0,0,1,2,1,0,1,1,115,0,60,24,29,3.444427351,25.2968481,94.67027638,18.8662963,8.823326065,63789.3868,0,2508.4,0,87.74743098,8.104187367,3.1
"D4","OTRAS","S1","AgrCons",4,0,0,1,2,1,0,1,1,115,0,60,24,29,3.444427351,25.2968481,94.67027638,18.84335648,8.891971444,59407.6168,0,2456.4,0,88.531385,6.780520442,3.1
"D4","OTRAS","S1","LabCeroMin",0,0,0,1,2,0,1,2,1,102.5,0,0,26,26,1.175022481,18.15067472,83.421327,19.71526526,11.41885771,59938.16152,0.02189781,493.89,0,81.28514267,4.728001428,2.8
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,2,0,1,2,1,92.25,0,0,26,26,1.175022481,18.15067472,83.421327,19.50510149,11.41846899,68947.20688,0.01863354,597.29,0,81.07872389,4.575373167,1.4
"D4","OTRAS","S0","AgrCons",0,0,1,0,2,0,0,3,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,19.73793141,10.4635749,66650.08279,0.042944785,395.73,0,78.92121084,5.263553976,4
"D4","OTRAS","S0","AgrCons",0,0,1,0,2,0,0,2,1,133,46,30,30,23,1.060127903,21.11588415,74.6068042,19.47481819,10.73860288,71990.97765,0.039548023,395.73,0,78.69410942,5.215375441,4.35
"D4","OTRAS","S0","AgrCons",0,0,1,0,2,0,0,3,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,19.37968409,10.72681055,73293.08279,0.038674033,395.73,0,78.73202965,5.200934247,4.65
"D4","OTRAS","S1","AgrCons",0,0,0,1,0,0,0,1,0,0,0,0,24,29,3.444427351,25.2968481,94.67027638,15.06405229,10.4130719,74116.99,0,617.9,0,82.70281046,5.407409568,1.8
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,2,0,1,1,0,138,0,0,29,22,2.958520648,27.59935301,84.78686529,18.07498114,9.897595325,52586.17038,0,1593,0.005128205,82.44465036,4.551507633,4
"D4","OTRAS","S0","AgrCons",0,0,0,0,2,0,3,2,1,133,0,0,29,22,2.958520648,27.59935301,84.78686529,18.90226284,9.404444284,39807.48038,0,1298.6,0,82.75723113,3.890329143,5.1
"D4","OTRAS","S0","LabConvTra",1,0,0,1,2,0,0,2,2,46,0,0,29,22,2.958520648,27.59935301,84.78686529,18.6552768,9.358331505,75008.19533,0,938.6,0,81.38667795,4.967833463,1.5
"D4","OTRAS","S0","LabConvTra",0,0,0,1,2,0,0,2,2,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,18.78547486,9.318435754,74646.26,0,936.2,0,81.44067039,4.703831644,1.6
"D4","OTRAS","S0","LabConvTra",2,0,0,1,1,0,0,1,3,23,0,0,29,22,2.958520648,27.59935301,84.78686529,18.07782081,9.905066603,91870.47312,0.008888889,988.8,0.004444444,80.41907699,5.410274324,1.4
"D4","OTRAS","S0","LabConvTra",0,0,0,1,2,0,0,1,1,20.5,0,0,29,22,2.958520648,27.59935301,84.78686529,18.73917723,9.295819486,74050.04928,0,938.8,0,81.54729751,4.689650115,1.8
"D3","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,12.3,0,0,46,26,1.749538283,21.5320866,75.53080571,18.03316517,9.151456067,57151.76095,0.005291005,2003.2,0,82.81939276,4.664839443,1.7
"D3","OTRAS","S0","LabConvTra",0,0,0,1,2,0,1,2,1,26.65,0,0,46,26,1.749538283,21.5320866,75.53080571,18.19879989,9.13438302,55556.88335,0.005464481,2002.8,0,82.83057791,4.705957123,2
"D3","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,2,1,15.375,0,0,46,26,1.749538283,21.5320866,75.53080571,18.24053679,9.141668944,57423.69335,0.005347594,2002.8,0,82.77938908,4.682192455,1.7
"D3","OTRAS","S0","AgrCons",0,0,0,1,1,0,0,1,1,15.375,0,0,46,26,1.749538283,21.5320866,75.53080571,18.24053679,9.141668944,57423.69335,0.005347594,2002.8,0,82.77938908,4.682192455,1.4
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,3,2,20.5,0,0,22,22,1.167548805,22.4036886,94.37760732,18.67449476,8.82391042,56615.37265,0.005464481,2210.6,0,83.2820504,4.197849988,1.8
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,1,3,2,20.5,0,0,22,22,1.167548805,22.4036886,94.37760732,18.65852853,8.817838909,57228.8651,0.005405405,2210.6,0,83.2691244,4.182041997,1.7
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,2,2,34.5,0,0,24,29,3.444427351,25.2968481,94.67027638,18.39695459,8.87771762,54969.3883,0.005555556,2002.8,0,83.09480508,4.337739091,2
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,1,3,2,34.5,0,0,24,29,3.444427351,25.2968481,94.67027638,18.02297996,9.169961046,52856.14103,0.005649718,1962,0,82.83546211,4.759490481,1.9
"D3","OTRAS","S0","AgrCons",0,0,0,1,1,0,0,2,1,12.3,0,0,46,26,1.749538283,21.5320866,75.53080571,17.86737659,9.090350877,53013.96461,0.005555556,1951.2,0,82.9199266,4.798639411,1.5
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,1,3,2,41,0,0,24,29,3.444427351,25.2968481,94.67027638,18.41812921,8.765054045,51219.23603,0.005847953,2002.8,0,83.3413044,4.251094849,1.6
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,3,2,36.8,0,0,24,29,3.444427351,25.2968481,94.67027638,17.40250423,9.318347936,59868.69024,0.004901961,1977.4,0.004901961,82.76778886,4.841797513,1.8
"D3","OTRAS","S0","LabConvTra",0,0,0,1,2,0,1,2,1,26.65,0,0,46,26,1.749538283,21.5320866,75.53080571,18.19065688,9.165054032,57988.13222,0.005291005,2003,0,82.76376261,4.662209686,1.6
"D3","OTRAS","S0","LabConvTra",0,0,0,1,2,0,1,2,1,20.5,0,0,46,26,1.749538283,21.5320866,75.53080571,18.0408046,9.174990706,55002.11461,0.005464481,2003.2,0,82.86490627,4.688487894,2
"D4","OTRAS","S0","LabConvTra",0,2,0,0,1,0,0,2,0,69,0,0,24,29,3.444427351,25.2968481,94.67027638,18.17760677,9.207031257,62028.00515,0.004975124,2211,0,82.8386038,4.584785267,1.6
"D4","OTRAS","S0","LabConvTra",0,2,0,0,2,0,0,2,0,115,0,0,24,29,3.444427351,25.2968481,94.67027638,18.00679455,9.171546975,63515.3151,0.004830918,2211,0.004830918,82.88718302,4.576733963,2
"D4","OTRAS","S0","LabConvTra",2,0,0,1,1,0,0,1,2,23,0,0,24,29,3.444427351,25.2968481,94.67027638,18.49684765,9.403027664,74560.87572,0,811.2,0,81.00627553,5.439064962,1.5
"D4","OTRAS","S0","LabConvTra",2,0,0,1,1,0,0,1,2,23,0,0,24,29,3.444427351,25.2968481,94.67027638,18.49684765,9.403027664,74560.87572,0,811.2,0,81.00627553,5.439064962,1.5
"D2","OTRAS","S0","LabConvTra",0,2,2,0,2,0,0,2,0,92,0,0,43,24,2.131428572,38.135,84.09214286,17.82966387,9.114339809,56341.3051,0.005291005,1999,0.005291005,82.95204701,4.697453837,1.8
"D3","OTRAS","S0","LabCeroMin",0,0,0,1,1,0,0,1,0,46,0,0,46,26,1.749538283,21.5320866,75.53080571,18.31260703,9.197570318,62754.66295,0.004926108,2277.6,0,82.76133411,4.627885954,1.4
"D3","OTRAS","S0","LabCeroMin",0,0,0,1,1,0,0,1,0,92,0,0,46,26,1.749538283,21.5320866,75.53080571,18.31260703,9.197570318,62754.66295,0.004926108,2277.6,0,82.76133411,4.627885954,1.7
"D4","OTRAS","S1","LabCeroMin",2,0,0,1,0,1,0,1,0,0.1147,0.08,0.06,20,23,1.28758219,18.89525206,81.98716935,18.80076182,8.892852482,56114.50518,0.005555556,2219.8,0,83.12171955,4.181958716,0.65
"D4","OTRAS","S1","LabCeroMin",2,0,0,1,2,1,0,1,0,31.6147,8.58,8.56,20,23,1.28758219,18.89525206,81.98716935,18.79950961,8.841037382,56426.30625,0.005494505,2277.2,0,83.18865615,4.207525775,1.6
"D3","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,55.2,0,0,46,26,1.749538283,21.5320866,75.53080571,18.19521967,8.946281616,49113.80096,0.006024096,1947,0,83.07090893,4.58043993,1.5
"D3","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,1,1,55.2,0,0,46,26,1.749538283,21.5320866,75.53080571,18.21622234,8.999900279,51800.90096,0.005780347,1993,0,83.08434036,4.500126227,1.9
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,32.2,0,0,29,22,2.958520648,27.59935301,84.78686529,19.22093023,9.226744186,73235.29,0,969.2,0,81.49755814,4.648588275,1.7
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,1,2,1,32.2,0,0,29,22,2.958520648,27.59935301,84.78686529,19.22093023,9.226744186,73235.29,0,969.2,0,81.49755814,4.648588275,1.6
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,1,2,1,15.375,0,0,24,29,3.444427351,25.2968481,94.67027638,18.80949721,9.315642458,74791.11,0,936.2,0,81.41653631,4.731398855,1.7
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,1,2,1,46,0,0,24,29,3.444427351,25.2968481,94.67027638,18.6552768,9.358331505,75008.19533,0,938.6,0,81.38667795,4.967833463,1.5
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,1,2,1,23,0,0,37,22,1.496776772,21.09959703,64.86132468,18.60206996,9.360944798,70209.32533,0,803.2,0,81.36155048,5.085531419,1.5
"D3","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,1,1,24.6,0,0,46,26,1.749538283,21.5320866,75.53080571,18.10728625,9.151631681,58703.71515,0.005208333,2003.2,0,82.7824446,4.651293384,1.8
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,46,0,0,24,29,3.444427351,25.2968481,94.67027638,18.12199571,9.185593192,54241.73295,0.005555556,2002.8,0,82.88150458,4.723582873,1.4
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,46,0,0,24,29,3.444427351,25.2968481,94.67027638,18.12199571,9.185593192,54241.73295,0.005555556,2002.8,0,82.88150458,4.723582873,1.5
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,15.375,0,0,24,29,3.444427351,25.2968481,94.67027638,18.39187871,8.6886317,45566.8392,0.006451613,1903.2,0,83.24547746,4.397566656,1.6
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,23,0,0,24,29,3.444427351,25.2968481,94.67027638,17.93708372,9.207004902,46149.32295,0.006329114,1888.8,0,82.72051155,4.950030446,1.7
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,34.5,0,0,24,29,3.444427351,25.2968481,94.67027638,18.35925106,8.908201871,54831.52382,0.005555556,2002.8,0,83.07196751,4.356644855,1.4
"D4","OTRAS","S0","LabConvTra",0,0,0,1,1,0,0,2,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,18.55898693,8.715295283,51083.0451,0.005882353,2002.8,0,83.34222361,4.257678916,1.5
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,18.5741027,9.346088059,76871.7878,0,938.6,0,81.13906627,5.313654356,1.2
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,18.45352021,9.519970649,79244.3908,0,938.6,0,80.96741577,5.359218166,1.3
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,17.9272197,9.143780668,55284.43888,0.005405405,1993.8,0,82.92134887,4.733996168,1.2
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,1,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,17.9272197,9.143780668,55284.43888,0.005405405,1993.8,0,82.92134887,4.733996168,1.7
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,20.5,0,0,21,20,2.145932679,20.05220752,83.07396973,18.41649914,9.535991523,77541.3108,0,865.6,0,80.91015589,5.386436821,1.3
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,20.5,0,0,12,21,0.602641155,11.74781449,86.45483787,18.51785305,9.366020732,73607.54768,0,810,0,81.07322007,5.395752962,1.1
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,20.5,0,0,12,21,0.602641155,11.74781449,86.45483787,18.56190005,9.363501127,75163.37222,0,867.2,0,81.12067854,5.315479124,1.1
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,0,1,1,20.5,0,0,12,21,0.602641155,11.74781449,86.45483787,18.59873747,9.399892815,73335.88959,0,841.2,0,81.26391459,5.069381746,1.6
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,1,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,17.89632952,9.134803445,53655.38888,0.005524862,1958.4,0,82.90143392,4.780366835,1.2
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,1,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,17.9029431,9.142853976,54133.39888,0.005494505,1962,0,82.89922824,4.767235979,1.7
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,1,1,20.5,0,0,24,29,3.444427351,25.2968481,94.67027638,17.99644518,9.172602804,53164.74461,0.005617978,1962,0,82.83375195,4.746081393,1.6
"D4","OTRAS","S0","LabConvTra",1,0,0,1,1,0,1,1,1,24.6,0,0,24,29,3.444427351,25.2968481,94.67027638,17.83312299,9.131285385,55338.42811,0.005376344,1993.4,0.005376344,82.94557145,4.73028142,1.7
"D2","OTRAS","S0","LabConvTra",0,2,2,0,2,0,0,2,0,184,0,0,43,24,2.131428572,38.135,84.09214286,17.82966387,9.114339809,56341.3051,0.005291005,1999,0.005291005,82.95204701,4.697453837,3.2
"D4","OTRAS","S0","LabConvTra",0,0,0,1,2,1,0,2,1,207.2,0.3,0.1,21,20,2.145932679,20.05220752,83.07396973,18.79223881,12.20895522,89659.1,0.004975124,2.8,0,84.79343284,4.320918265,4.6
"D4","OTRAS","S1","LabCeroMin",0,0,0,1,2,1,1,2,1,110,46,0,29,22,2.958520648,27.59935301,84.78686529,18.06815115,9.917170558,52484.93038,0,1592.6,0.005154639,82.40848877,4.535112408,5.5
"D4","OTRAS","S0","LabConvTra",0,0,0,0,0,0,0,1,0,0,0,0,21,25,0.971386385,19.30618019,85.36964401,17.23502825,13.33728814,63068.64827,0.033898305,349.2,0,78.32152542,6.808720214,2.8
"D2","OTRAS","S0","LabConvTra",0,1,0,0,1,1,0,2,1,101.99,23.12,0.4,51,16,1.532711559,34.55572422,96.0652222,20.30692913,9.831496063,52662.08,0.015748031,228.67,0,80.68110236,4.234107958,3.5
"D2","OTRAS","S0","LabConvTra",0,0,0,0,1,1,0,2,1,101.92,23,0,51,16,1.532711559,34.55572422,96.0652222,20.30692913,9.831496063,52662.08,0.015748031,228.67,0,80.68110236,4.234107958,4.8
"D4","OTRAS","S0","AgrCons",0,0,1,0,3,0,0,2,1,188,69,60,30,23,1.060127903,21.11588415,74.6068042,19.08638326,10.79069847,75825.40656,0.031578947,385.73,0,78.41782825,5.366061528,4
"D4","OTRAS","S0","AgrCons",0,0,1,0,3,0,0,1,1,188,69,60,30,23,1.060127903,21.11588415,74.6068042,19.05975299,10.79179429,75987.50656,0.031413613,385.73,0,78.42653072,5.353272897,3
"D4","OTRAS","S0","AgrCons",0,0,1,0,3,0,0,1,1,188,69,60,30,23,1.060127903,21.11588415,74.6068042,18.82032719,10.93933703,76110.52944,0.03125,384.73,0.010416667,78.21019462,5.587031809,3.5
"D4","OTRAS","S1","LabCeroMin",0,0,0,1,2,0,0,1,1,207,0,0,32,25,3.262639881,32.51181845,91.96425298,17.56392445,13.56599138,64912.48853,0,186.8,0.048275862,62.21737491,7.422048562,4.8
"D4","OTRAS","S0","LabConvTra",0,1,1,0,2,0,0,2,3,217.18,46,31.8,24,29,3.444427351,25.2968481,94.67027638,17.65034298,10.28443292,45508.70773,0,1096.8,0.006060606,81.82453521,4.398800818,6.06
"D4","OTRAS","S1","LabCeroMin",0,0,0,1,3,0,0,2,1,195.2,11.5,30,28,20,0.820993804,16.16617467,76.60158586,18.67916201,12.24217877,79541.19,0.005586592,2.6,0,84.88094972,4.308753788,5.3
"D4","OTRAS","S1","AgrCons",0,0,0,1,3,0,0,2,1,195.2,11.5,30,28,20,0.820993804,16.16617467,76.60158586,18.67916201,12.24217877,79541.19,0.005586592,2.6,0,84.88094972,4.308753788,8.1
"D4","OTRAS","S1","AgrCons",0,0,1,1,2,0,0,2,1,197.5,34.5,30,28,20,0.820993804,16.16617467,76.60158586,19.1745,11.713,71720.6,0,2.6,0,85.7935625,3.669895779,6.8
"D4","OTRAS","S1","LabConvTra",0,1,1,0,2,0,0,2,2,188,69,60,18,30,0.796704498,16.17555298,82.78892056,19.91894946,9.512823452,59544.74751,0.048192771,5993.6,0,85.2286689,4.684371967,4
"D4","OTRAS","S1","LabConvTra",0,1,1,0,2,0,0,2,2,188,69,0,18,30,0.796704498,16.17555298,82.78892056,19.98233901,9.45576263,59146.47136,0.048484848,6084.2,0,85.18415175,4.718323031,4.2
"D4","OTRAS","S0","LabConvTra",0,1,1,0,2,0,0,2,2,188,69,0,18,30,0.796704498,16.17555298,82.78892056,19.89902429,9.557966975,61800.12841,0.046783626,5993.6,0,85.17036427,4.653256776,3.5
"D4","OTRAS","S0","LabConvTra",0,1,1,0,2,0,0,2,2,188,69,0,18,30,0.796704498,16.17555298,82.78892056,19.91168517,9.545121858,60924.91912,0.047337278,5993.6,0,85.1917402,4.673618822,3.8
"D4","P4082W","S0","LabCeroMin",0,0,0,1,2,0,0,1,2,96,23,0,29,22,2.958520648,27.59935301,84.78686529,18.10217177,9.898098393,52312.37038,0,1593,0.005154639,82.4351898,4.561361232,5
"D4","P4082W","S0","LabCeroMin",0,0,0,1,2,1,1,2,1,170,23,0,29,22,2.958520648,27.59935301,84.78686529,18.24022705,9.773247738,49522.39038,0,1513.4,0.005494505,82.52608143,4.337824524,5.3
"D4","P4082W","S0","LabCeroMin",0,0,0,1,2,1,0,2,1,239.24,23.17,0.13,24,29,3.444427351,25.2968481,94.67027638,17.45478723,13.13670213,66791.69827,0.031914894,406.2,0,78.63106383,6.646767695,5.6
"D4","P4082W","S1","LabCeroMin",0,0,0,1,1,0,0,1,1,69,0,0,32,25,3.262639881,32.51181845,91.96425298,18.51545413,12.86637732,49594.80853,0,180.4,0.055555556,64.68082742,6.372005117,5.5
"D4","P4082W","S1","AgrCons",0,0,0,1,2,0,1,1,1,92,0,0,32,25,3.262639881,32.51181845,91.96425298,17.68528294,13.44397645,61949.85853,0,186.2,0.050724638,62.52687943,7.384950593,5.8
"D2","P4082W","S0","AgrCons",0,0,0,1,2,1,0,2,4,115.0818,34.5,15,47,23,1.254905303,30.23157197,100,18.23928104,9.491270242,82205.13183,0,879,0,80.66582988,5.406342565,5
"D4","P4082W","S0","LabConvTra",0,0,1,0,3,0,0,1,2,188,69,60,26,26,1.175022481,18.15067472,83.421327,18.77124523,10.9402703,77197.42803,0.030769231,384.73,0.01025641,78.19285829,5.548186049,3.5
"D3","P4082W","S0","AgrCons",0,1,1,0,2,0,0,1,1,188,69,60,5,12,0.266354167,4.31,75.955,19.24463489,10.78452559,74089.70647,0.038043478,386.73,0,78.64982265,5.265964634,3.7
"D2","P4082W","S0","AgrCons",0,0,0,1,3,0,0,1,1,188,69,6,51,16,1.532711559,34.55572422,96.0652222,18.19780422,10.53257028,43506.5547,0,67.4,0,79.35355695,4.934654622,3.5
"D2","P4082W","S0","AgrCons",0,0,0,1,3,0,0,1,2,188,69,60,51,16,1.532711559,34.55572422,96.0652222,19.24523528,10.79364126,73337.67159,0.038461538,386.73,0,78.67168883,5.285510987,3.5
"D4","P4082W","S0","AgrCons",0,0,0,1,3,0,0,1,2,188,69,60,28,20,0.820993804,16.16617467,76.60158586,18.31927232,10.95741995,85167.09803,0.032407407,384.73,0.013888889,77.57558966,5.825154896,4
"D4","P4082W","S0","AgrCons",0,0,1,0,3,0,0,1,1,188,69,60,30,23,1.060127903,21.11588415,74.6068042,19.08797288,10.81121837,76324.38159,0.036649215,386.73,0,78.3972637,5.359462633,3
"D4","P4082W","S1","LabCeroMin",0,0,0,2,2,0,0,3,2,135.75,46,30,35,26,2.389504077,26.52500544,77.82299794,22.76260355,10.9187574,73011.31,0.455621302,1799.18,0,82.83088757,14.40065185,5.5
"D4","OTRAS","S1","AgrCons",0,0,0,2,2,0,0,3,2,135.75,46,30,35,26,2.389504077,26.52500544,77.82299794,22.39836364,11.48718182,98021.48,0.5,1824.38,0,77.41595455,17.8284582,5.37
"D4","OTRAS","S1","AgrCons",0,0,0,2,2,0,0,2,1,171.5,46,60,28,20,0.820993804,16.16617467,76.60158586,17.65300014,13.22157402,97965.31141,0.013513514,2.6,0,82.57705413,6.378579195,6.91
"D4","P4082W","S0","LabConvTra",0,0,1,0,1,1,0,1,2,110,46,0,21,25,0.971386385,19.30618019,85.36964401,20.26954955,9.718288288,44711.3,0.018018018,136.18,0,80.76774775,4.463356805,1.2
"D4","P4082W","S0","LabConvTra",0,0,0,1,2,0,0,2,2,2.05,0,0,28,20,0.820993804,16.16617467,76.60158586,19.04981366,11.85335404,71978.71,0,2.6,0,85.58689441,3.878176962,6
"D4","P4082W","S0","LabCeroMin",0,0,0,2,2,0,0,2,1,3.045,0.46,0,28,20,0.820993804,16.16617467,76.60158586,18.97323864,11.95931818,78590.4,0,2.6,0,85.37664773,3.835446945,6.5
"D4","P4082W","S0","LabConvTra",0,0,0,1,2,1,0,1,1,2.05,0,0,22,23,1.0569118,13.67510446,34.51770002,19.03868132,11.89769231,81281.45,0,2.8,0,85.43285714,3.746967919,6.5
"D4","P4082W","S0","LabConvTra",0,0,0,1,2,0,0,1,1,2.56,0,0,28,20,0.820993804,16.16617467,76.60158586,18.981,11.99842105,84880.83,0.005263158,2.8,0,85.136,3.946518766,7
"D3","P4082W","S0","LabCeroMin",0,0,0,1,2,0,0,1,1,207,0,0,5,12,0.266354167,4.31,75.955,19.95535912,10.11508287,74543.07,0.016574586,299.16,0,80.21005525,4.258606775,5.5
"D3","P4082W","S0","LabCeroMin",0,0,0,1,2,0,0,1,1,207,0,0,5,12,0.266354167,4.31,75.955,19.95535912,10.11508287,74543.07,0.016574586,299.16,0,80.21005525,4.258606775,5.5
"D3","P4082W","S0","LabCeroMin",0,0,0,1,2,0,0,1,1,161,0,0,5,12,0.266354167,4.31,75.955,19.90712644,10.14103448,71715.14,0.017241379,297.76,0,80.07781609,4.263139207,5
"D3","P4082W","S0","LabCeroMin",0,0,0,1,2,0,0,1,1,184,0,0,5,12,0.266354167,4.31,75.955,19.86516304,10.17679348,75323.03,0.016304348,298.56,0,80.16461957,4.22736982,6
"D4","P4082W","S0","LabCeroMin",0,0,0,1,2,0,0,2,1,161,0,0,21,20,2.145932679,20.05220752,83.07396973,19.91389937,10.06201258,64800.35,0.018867925,272.86,0,80.30704403,4.281865285,5.5
"D3","P4082W","S0","LabCeroMin",0,0,0,1,2,0,0,1,1,184,0,0,5,12,0.266354167,4.31,75.955,19.8644586,10.10471338,63864.37,0.01910828,272.86,0,80.29019108,4.322169812,5.5
"D3","P4082W","S0","LabConvTra",0,1,0,0,2,0,0,2,1,161,0,0,5,12,0.266354167,4.31,75.955,19.77503226,10.126,62932.26,0.012903226,254.47,0,80.22174194,4.35922669,4.5
"D3","P4082W","S0","LabConvTra",0,0,0,0,2,0,0,2,1,161,0,0,5,12,0.266354167,4.31,75.955,20.11,9.903393939,68135.89,0.018181818,297.76,0,80.24012121,4.261812277,5
"D2","P4082W","S0","LabConvTra",0,0,1,0,2,0,0,2,1,202,46,0,40,21,0.995455014,32.0184478,87.46197115,19.86634831,10.20651685,73369.76,0.016853933,297.76,0,80.10685393,4.259176095,5
"D2","P4082W","S0","LabConvTra",0,0,1,0,2,0,0,2,1,202,46,0,40,21,0.995455014,32.0184478,87.46197115,20.06390805,10.01,71918.18,0.017241379,298.56,0,80.24465517,4.280334335,4
"D2","P4082W","S0","LabConvTra",0,0,1,0,2,0,0,2,1,230,0,0,40,21,0.995455014,32.0184478,87.46197115,20.06390805,10.01,71918.18,0.017241379,298.56,0,80.24465517,4.280334335,4
"D2","P4082W","S0","LabConvTra",0,0,1,0,2,0,0,1,1,202,46,0,40,21,0.995455014,32.0184478,87.46197115,19.95535912,10.11508287,74543.07,0.016574586,299.16,0,80.21005525,4.258606775,4.2
"D2","P4082W","S0","LabConvTra",0,1,0,0,2,0,0,1,1,202,46,0,40,21,0.995455014,32.0184478,87.46197115,19.86318919,10.18556757,75804.89,0.016216216,298.56,0,80.17308108,4.217437368,4.4
"D2","P4082W","S0","LabConvTra",0,1,1,0,2,0,0,2,1,110.25,46,0,40,21,0.995455014,32.0184478,87.46197115,19.83259669,10.1859116,74177.92,0.016574586,297.76,0,80.1118232,4.226801587,4.1
"D2","P4082W","S0","LabConvTra",0,1,0,0,2,0,0,2,1,202,46,0,40,21,0.995455014,32.0184478,87.46197115,19.802,10.19059459,75530.42,0.016216216,297.76,0,80.1072973,4.223315234,4.6
"D4","P4082W","S0","LabConvTra",0,0,1,0,2,0,0,2,0,161,0,0,17,27,1.639947917,14.93588542,58.11372396,20.06390805,10.01,71918.18,0.017241379,298.56,0,80.24465517,4.280334335,4
"D2","P4082W","S0","LabConvTra",0,0,1,0,2,0,0,2,1,179,46,0,40,21,0.995455014,32.0184478,87.46197115,20.06390805,10.01,71918.18,0.017241379,298.56,0,80.24465517,4.280334335,4.2
"D2","P4082W","S0","LabConvTra",0,1,0,0,2,0,0,2,1,170,23,0,40,21,0.995455014,32.0184478,87.46197115,19.87513812,10.21569061,74513.92,0.016574586,297.76,0,80.13696133,4.253563492,4.5
