"Infiltration","Cultivar","Seed_treatment","Tillage_type","Numb_weeding","Numb_postHarv_herb","Numb_rastreo","Numb_preSow_herb","Numb_fertilizations","Numb_applic_foliar","Numb_applic_biofer","Num_postSow_herb","Numb_insecticides","Total_nitrogen","Total_phosphorus","Total_potassium","Clay","Silt","OM","CEC","Basis_saturation","Avg_min_temp","Avg_diurn_range","Acc_sol_energy","Freq_days_maxTemp_34","Acc_precipitation","Freq_days_minTemp_8","Avg_relative_humidiy","SD_relative_humidiy","Yield"
"D4","DEKAL","S1","LabConvTra",0,0,1,0,2,2,0,2,2,124.48,23.34,30.26,29,22,2.958520648,27.59935301,84.78686529,18.06904702,10.00187056,48881.87038,0,1329,0.005649718,82.03438882,4.316082976,4.6
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,2,156,46,30,18,30,0.796704498,16.17555298,82.78892056,20.00725166,9.415499776,58676.32371,0.048780488,6084.2,0,85.19479523,4.73078703,4.7
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,0,0,2,1,234,69,0,18,30,0.796704498,16.17555298,82.78892056,19.91906052,9.504290082,59536.61914,0.048192771,5945.4,0,85.25987733,4.643612702,4
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.11149725,10.40175076,71603.35491,0.041666667,5538,0,85.47612706,4.85640242,4.5
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.12832802,10.37215361,71247.06284,0.041884817,5473.4,0,85.48679464,4.86690971,4.5
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.13148082,10.58560674,82052.89507,0.059633028,6259.6,0,85.5183502,4.94844559,5
"D4","DEKAL","S1","AgrCons",0,1,1,1,1,1,0,2,1,86.24,17.36,17.12,18,30,0.796704498,16.17555298,82.78892056,20.17444053,9.246599388,58974.39798,0.054216867,6184.4,0,85.26566312,4.906218725,5
"D4","DEKAL","S1","AgrCons",0,1,1,0,2,1,0,2,1,110.2294,46.16,0.12,18,30,0.796704498,16.17555298,82.78892056,20.17444053,9.246599388,58974.39798,0.054216867,6184.4,0,85.26566312,4.906218725,5
"D4","DEKAL","S1","LabConvTra",0,0,0,0,2,0,0,2,2,133,46,0,27,24,1.67,21.16875,63.22875,19.09228158,10.44866038,72672.13013,0.041237113,5473.4,0,85.41833938,4.895325094,6
"D4","DEKAL","S0","LabCeroMin",0,0,0,1,2,2,0,2,1,124,23,30,22,22,1.167548805,22.4036886,94.37760732,17.00857143,13.468,61419.92827,0.034285714,347.8,0,77.9196,7.259529636,4.2
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.1449638,10.58763162,82720.73603,0.059090909,6259.7,0,85.52766832,4.928104968,6
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.17664917,10.58164668,82608.95507,0.063636364,6259.8,0,85.4953652,4.936777259,5.5
"D4","DEKAL","S0","LabConvTra",0,1,1,0,2,1,0,2,1,119,69,0,27,24,1.67,21.16875,63.22875,19.22644301,10.53134685,80350.42444,0.065116279,6259.8,0,85.55292877,4.958013874,5
"D4","DEKAL","S1","LabConvTra",1,1,1,0,2,1,0,2,1,119,69,0,27,24,1.67,21.16875,63.22875,19.21693188,10.52266646,80782.69416,0.064814815,6259.8,0,85.5260645,4.962202328,5
"D4","DEKAL","S1","LabConvTra",0,1,2,0,2,0,0,2,2,156,46,0,18,30,0.796704498,16.17555298,82.78892056,19.87439121,9.635581839,63949.41691,0.045454545,6168,0,85.03475114,4.755293137,4.5
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,0,0,2,1,211,69,0,18,30,0.796704498,16.17555298,82.78892056,19.85092722,9.567413445,60971.43714,0.047337278,5818.8,0,85.20989508,4.685774854,4.1
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,0,0,2,2,202,46,0,18,30,0.796704498,16.17555298,82.78892056,19.94988774,9.529050252,60925.04848,0.047337278,6084.8,0,85.15623676,4.675583634,3.5
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.15142839,10.57745328,82272.15507,0.059360731,6259.7,0,85.51753582,4.937097608,5
"D4","DEKAL","S1","LabConvTra",1,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.12507779,10.59579432,82501.47603,0.059360731,6259.6,0,85.52852525,4.9393786,4.5
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,0,0,2,2,211,69,0,18,30,0.796704498,16.17555298,82.78892056,19.8950007,9.590057816,63068.55207,0.045977011,6149.4,0,85.16440462,4.623587757,4.2
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,1,0,2,1,133,46,0,27,24,1.67,21.16875,63.22875,19.1005579,10.60609217,82575.10942,0.054794521,6228.6,0,85.48257819,4.969347823,5
"D4","DEKAL","S0","LabConvTra",0,0,0,1,1,0,1,1,0,69.25,46,0,29,22,2.958520648,27.59935301,84.78686529,17.85957472,10.1115194,50675.31038,0,1406.2,0.005405405,82.09344228,4.478657429,4.1
"D4","DEKAL","S1","LabConvTra",0,0,0,2,3,0,0,2,1,87,46,90,18,30,0.796704498,16.17555298,82.78892056,20.34911088,8.631141282,47576.55102,0.036231884,5310,0,85.48496813,4.844315034,4
"D4","DEKAL","S1","AgrCons",0,1,1,0,2,0,0,2,2,69,0,60,18,30,0.796704498,16.17555298,82.78892056,20.05811842,9.23617807,54198.58832,0.052287582,5471,0,85.30226706,4.752406467,4.5
"D4","DEKAL","S1","AgrCons",0,1,1,0,3,0,0,2,2,188,69,0,18,30,0.796704498,16.17555298,82.78892056,19.72150608,10.97694748,53990.46679,0.019480519,4633.2,0,85.42637369,5.592728185,4
"D4","DEKAL","S1","AgrCons",0,1,1,0,2,0,0,3,1,27,69,72,18,30,0.796704498,16.17555298,82.78892056,20.04395105,9.204264448,52114.68687,0.054421769,4970.8,0,85.42075404,4.78668314,2
"D4","DEKAL","S0","AgrCons",0,0,0,1,2,1,0,2,1,133,46,0,24,29,3.444427351,25.2968481,94.67027638,17.14814815,13.3973545,66780.43827,0.031746032,377,0,77.97407407,7.118074,6
"D2","DEKAL","S1","LabConvTra",0,1,1,0,2,2,0,3,1,234.96,69.68,0.52,51,16,1.532711559,34.55572422,96.0652222,17.80222271,10.75921547,72705.65004,0,2082.2,0,76.77328881,5.157530443,5.7
"D2","DEKAL","S1","LabConvTra",0,0,1,0,2,2,0,3,2,101.71,5.18,0.52,51,16,1.532711559,34.55572422,96.0652222,17.94232427,10.5070999,80001.85041,0,2159.8,0,77.28707298,5.402066218,5.1
"D4","DEKAL","S1","AgrCons",0,1,1,0,3,0,0,2,2,133,46,0,27,24,1.67,21.16875,63.22875,19.94978005,9.482607323,59162.99784,0.048484848,5993.6,0,85.18620854,4.716963819,5
"D4","DEKAL","S1","AgrCons",0,1,1,0,2,0,0,2,2,188,69,0,27,24,1.67,21.16875,63.22875,19.87584453,9.831110812,69638.67699,0.073298429,6258.2,0,85.26718935,4.807042946,4
"D4","DEKAL","S1","AgrCons",0,1,1,0,3,0,0,3,2,225,46,0,18,30,0.796704498,16.17555298,82.78892056,19.73371078,9.621705648,58960.7355,0.049382716,4720,0,85.28382214,4.707504676,4
"D4","DEKAL","S1","AgrCons",0,1,1,0,3,0,0,2,2,156,46,0,18,30,0.796704498,16.17555298,82.78892056,20.71479399,10.96485817,57893.90533,0.053892216,9179.2,0.005988024,73.65123594,10.69955613,4
"D4","DEKAL","S1","LabCeroMin",0,0,0,1,2,2,1,2,2,179,46,0,29,22,2.958520648,27.59935301,84.78686529,18.14790889,10.02454189,54981.31038,0.004878049,1687.4,0.004878049,82.25515523,4.579668023,5.2
"D4","DEKAL","S0","LabConvTra",0,1,1,0,2,0,0,2,2,156,46,0,29,22,2.958520648,27.59935301,84.78686529,18.03401431,10.0429382,47509.27131,0,1285.4,0.005847953,81.86445496,4.155349472,4.5
"D4","DEKAL","S0","LabCeroMin",0,0,0,1,2,0,0,1,1,133,46,0,21,25,0.971386385,19.30618019,85.36964401,17.23131313,13.33787879,69649.61827,0.03030303,408.8,0,77.97560606,7.157601007,4.5
"D4","DEKAL","S1","LabCeroMin",0,0,0,1,2,0,0,1,1,184,0,0,33,25,7.832170474,35.9052213,91.13669563,17.74233366,13.45651596,63728.69853,0,186.2,0.04964539,62.62659122,7.305472989,5
"D4","DEKAL","S1","LabCeroMin",0,0,0,1,2,0,0,1,1,184,0,0,32,25,3.262639881,32.51181845,91.96425298,17.65661184,13.47243705,62344.12853,0,186.4,0.050359712,62.4691321,7.389575557,5.8
"D3","DEKAL","S1","LabConvTra",0,0,1,0,2,2,0,2,2,142.96,69.68,0.52,5,12,0.266354167,4.31,75.955,17.69562346,10.87709967,73171.16617,0,2073.6,0,76.57486861,5.215407883,5.3
"D4","DEKAL","S1","LabCeroMin",0,0,0,1,1,2,0,1,1,55,23,0,29,22,2.958520648,27.59935301,84.78686529,18.14242485,9.908962024,49836.56038,0,1396.8,0.005494505,82.23712539,4.264078248,5.5
"D4","DEKAL","S1","LabCeroMin",0,0,0,1,2,1,1,2,2,179,46,0,29,22,2.958520648,27.59935301,84.78686529,18.07614809,9.935854318,47363.03038,0,1299,0.005847953,82.07869486,4.274338719,5
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,2,0,3,2,184.96,0.68,0.52,17,21,1.039815984,15.60040528,86.95051235,17.58217847,10.90374153,81886.51041,0,2127.8,0,76.76155288,5.558912961,5.7
"D4","DEKAL","S1","LabConvTra",0,0,1,0,3,1,0,2,2,67.7294,172.66,45.12,24,29,3.444427351,25.2968481,94.67027638,17.32909706,10.91798547,52669.65722,0,1077.6,0,75.99008348,5.494790674,5.7
"D4","DEKAL","S1","LabConvTra",0,0,1,0,3,0,0,2,2,173.1,89.7,45,24,29,3.444427351,25.2968481,94.67027638,18.33375311,10.1866999,72984.65041,0,2159.8,0,77.81004387,5.112743556,7.14
"D4","DEKAL","S0","LabConvTra",0,0,4,0,2,0,0,2,2,128.5,34.5,30,24,29,3.444427351,25.2968481,94.67027638,17.59753617,10.22754843,101018.4195,0.008,1052.8,0.004,80.12358822,5.627909644,3.75
"D4","DEKAL","S0","AgrCons",0,0,0,1,2,0,0,1,1,2.87,0,0,22,23,1.0569118,13.67510446,34.51770002,18.78522013,11.96144654,70062.84,0.006289308,2.6,0,85.3745283,4.096604135,5.5
"D3","DEKAL","S1","LabConvTra",0,1,0,0,2,0,0,2,1,161,0,0,5,12,0.266354167,4.31,75.955,20.031125,9.9674375,65688.31,0.01875,296.86,0,80.2195625,4.286188048,5
"D2","DEKAL","S1","LabCeroMin",0,0,0,1,2,2,1,2,2,170,23,0,44,20,1.019558155,32.35618467,91.24216594,17.12142857,13.3172619,59077.12827,0.035714286,326.8,0,78.33267857,6.947307967,4.9
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,0,0,2,1,82.8,0,60,21,25,0.971386385,19.30618019,85.36964401,22.41164101,11.37255563,56338.6635,0.47133758,2237.2,0,81.29056827,4.39470833,5
"D4","DEKAL","S1","LabCeroMin",0,2,2,0,1,0,0,2,1,17,17,17,21,25,0.971386385,19.30618019,85.36964401,22.43028681,11.34920223,55925.83871,0.474358974,2252.2,0,81.25965539,4.409143613,5.4
"D4","DEKAL","S1","LabCeroMin",0,2,2,0,1,0,0,2,1,17,17,17,21,25,0.971386385,19.30618019,85.36964401,22.43028681,11.34920223,55925.83871,0.474358974,2252.2,0,81.25965539,4.409143613,5
"D4","DEKAL","S1","LabConvTra",0,1,1,0,2,0,0,2,1,69,0,60,39,22,2.553233491,29.79323821,79.9995283,22.40737193,11.36210728,56355.68405,0.464968153,2221.8,0,81.27679784,4.396408573,5
"D4","DEKAL","S1","LabConvTra",0,1,1,1,2,0,0,2,1,0,0,0,39,22,2.553233491,29.79323821,79.9995283,22.40352447,11.37497187,57845.22401,0.465838509,2277.8,0,81.18079609,4.5349181,6
"D4","DEKAL","S1","AgrCons",0,1,1,1,3,0,0,1,1,96,69,90,39,22,2.553233491,29.79323821,79.9995283,22.431564,11.34841893,56669.69614,0.46835443,2267.2,0,81.16536093,4.574767537,5
"D4","DEKAL","S1","AgrCons",0,1,1,0,2,0,0,2,2,188,69,0,21,25,0.971386385,19.30618019,85.36964401,19.9817807,9.538198183,62567.67994,0.046242775,6169.4,0,85.09931397,4.730979067,4
"D4","DEKAL","S0","LabCeroMin",0,0,0,1,2,2,1,2,2,225,46,0,29,22,2.958520648,27.59935301,84.78686529,18.07893035,9.977152326,44194.95966,0,1207.4,0.006329114,81.91931252,4.034102055,4.5
"D2","DEKAL","S0","LabCeroMin",0,0,0,1,2,0,0,2,1,133,46,0,44,20,1.019558155,32.35618467,91.24216594,17.20526316,13.31345029,60439.89827,0.035087719,345.8,0,78.33064327,6.898657682,4.5
"D4","DEKAL","S0","LabCeroMin",0,0,0,1,2,0,0,2,1,51.25,46,30,21,25,0.971386385,19.30618019,85.36964401,17.34125,13.196875,57547.72827,0.0375,339.8,0,78.9158125,6.631240478,4.6
"D2","DEKAL","S0","LabCeroMin",0,0,0,1,2,2,0,2,1,133,46,0,44,20,1.019558155,32.35618467,91.24216594,17.25414365,13.31491713,64452.30827,0.033149171,349.4,0,78.2361326,6.778809914,4.6
"D4","DEKAL","S1","AgrCons",0,0,1,0,1,0,0,2,1,165.6,0,0,29,22,2.958520648,27.59935301,84.78686529,17.79868885,10.88908387,74231.35146,0.011235955,795.4,0,82.20945522,5.64445856,5
"D2","DEKAL","S1","LabConvTra",0,0,1,0,2,0,0,2,1,101,23,30,47,23,1.254905303,30.23157197,100,17.713347,10.9196959,68199.61862,0.012121212,599.8,0,82.42025769,5.765000069,4.2
"D4","DEKAL","S1","AgrCons",0,0,0,1,2,0,0,2,1,147,23,30,24,29,3.444427351,25.2968481,94.67027638,17.94331421,10.8630335,74030.94146,0.011299435,847,0,82.30092107,5.636727804,5.5
"D2","DEKAL","S0","AgrCons",0,1,1,0,3,0,0,2,2,188,69,60,51,16,1.532711559,34.55572422,96.0652222,18.76674784,10.92986286,78837.30159,0.035175879,386.73,0.010050251,78.14702195,5.502482357,3.2
"D2","DEKAL","S0","AgrCons",0,1,1,0,3,0,0,2,2,188,69,60,51,16,1.532711559,34.55572422,96.0652222,19.08797288,10.81121837,76324.38159,0.036649215,386.73,0,78.3972637,5.359462633,3.5
"D2","DEKAL","S0","AgrCons",0,1,1,0,3,0,0,1,2,188,69,60,51,16,1.532711559,34.55572422,96.0652222,18.99204846,10.74853137,71718.67619,0.032967033,379.73,0,78.46723828,5.468515992,3.5
"D2","DEKAL","S0","AgrCons",0,1,1,0,2,0,0,1,1,188,69,60,51,16,1.532711559,34.55572422,96.0652222,19.27177032,10.73421654,75659.707,0.037234043,395.73,0,78.63477323,5.239398006,4
"D2","DEKAL","S0","AgrCons",0,0,0,1,3,0,0,1,2,161,0,150,51,16,1.532711559,34.55572422,96.0652222,19.24523528,10.79364126,73337.67159,0.038461538,386.73,0,78.67168883,5.285510987,3.5
"D4","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,1,188,69,60,28,20,0.820993804,16.16617467,76.60158586,18.80734461,10.9405901,75644.40094,0.031413613,384.73,0.010471204,78.21014328,5.601715184,4
"D4","DEKAL","S1","LabConvTra",0,0,1,0,1,1,0,2,1,153.75,0,0,22,23,1.0569118,13.67510446,34.51770002,19.06145729,11.89361809,88386.66,0.005025126,2.8,0,85.25145729,4.008492045,7.6
"D4","DEKAL","S0","LabConvTra",0,0,1,1,2,1,0,2,1,253.24,0.17,0.13,28,20,0.820993804,16.16617467,76.60158586,18.29550562,12.48735955,78034.31,0.005617978,2.6,0,84.3794382,4.917083987,5
"D2","DEKAL","S0","LabConvTra",0,0,1,0,2,1,0,2,1,207.24,0.17,0.13,44,20,1.019558155,32.35618467,91.24216594,18.84393035,12.16174129,89796.13,0.004975124,2.8,0,84.90542289,4.2182117,4
"D4","DEKAL","S0","AgrCons",0,0,0,2,2,0,0,1,2,102.5,0,0,26,26,1.175022481,18.15067472,83.421327,19.57244755,11.39741259,64347.79,0,2.6,0,86.11013986,3.683181606,5.2
"D4","DEKAL","S0","AgrCons",0,0,0,1,2,1,0,1,1,156.075,46,30,30,23,1.060127903,21.11588415,74.6068042,19.81454545,10.07032468,62501.85,0.012987013,254.47,0,80.2461039,4.362850497,4.5
"D3","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156.075,46,30,5,12,0.266354167,4.31,75.955,18.78685279,10.81619289,78953.17,0.020304569,266.47,0.005076142,79.3242132,4.811793655,4
"D4","DEKAL","S0","AgrCons",1,0,1,1,2,1,0,1,1,139.875,4.6,30,30,23,1.060127903,21.11588415,74.6068042,19.72207547,10.13352201,64095.25,0.012578616,254.47,0,80.22226415,4.307390165,5
"D2","DEKAL","S0","AgrCons",1,0,1,1,2,1,0,1,1,156.075,46,30,40,21,0.995455014,32.0184478,87.46197115,19.57233533,10.17670659,66385.63,0.017964072,254.47,0,80.04526946,4.336181738,5
"D4","DEKAL","S0","AgrCons",1,1,1,1,2,1,0,1,1,156.075,46,30,30,23,1.060127903,21.11588415,74.6068042,19.72207547,10.13352201,64095.25,0.012578616,254.47,0,80.22226415,4.307390165,5.5
"D4","DEKAL","S0","AgrCons",0,1,1,1,2,1,0,1,1,156,46,30,26,26,1.175022481,18.15067472,83.421327,19.58094675,10.20236686,67450.45,0.017751479,254.47,0,80.01899408,4.319152343,4.5
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,19.58094675,10.20236686,67450.45,0.017751479,254.47,0,80.01899408,4.319152343,4
"D2","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156,46,30,44,20,1.019558155,32.35618467,91.24216594,18.96919786,10.5855615,74475.46,0.016042781,256.47,0.005347594,79.44080214,4.861197571,4.5
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,19.58094675,10.20236686,67450.45,0.017751479,254.47,0,80.01899408,4.319152343,3.5
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,18.98159574,10.58404255,74891.2,0.015957447,256.47,0.005319149,79.43654255,4.848534071,2.5
"D2","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156,46,30,51,16,1.532711559,34.55572422,96.0652222,18.4049691,11.12490373,88627.57999,0.022727273,258.67,0.009090909,78.43356804,5.526175657,4
"D4","DEKAL","S0","AgrCons",0,1,1,1,2,1,0,1,1,156,46,30,19,26,1.212579689,15.83198936,76.17500905,18.41218644,11.13610326,89194.70999,0.022624434,258.67,0.009049774,78.43644782,5.513768065,4
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156,46,30,26,26,1.175022481,18.15067472,83.421327,19.72207547,10.13352201,64095.25,0.012578616,254.47,0,80.22226415,4.307390165,4
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,1,0,1,1,156,46,30,26,26,1.175022481,18.15067472,83.421327,18.42093897,11.11948357,85725.06,0.014084507,258.67,0.009389671,78.7699061,5.313058849,3
"D4","DEKAL","S0","AgrCons",0,1,1,1,2,1,0,1,1,156,46,30,30,23,1.060127903,21.11588415,74.6068042,18.40204651,11.10865116,86535.91,0.013953488,258.67,0.009302326,78.64981395,5.385856605,6
"D3","DEKAL","S0","AgrCons",0,1,0,0,2,0,0,2,0,179,46,30,5,12,0.266354167,4.31,75.955,19.25270333,10.77877801,75007.77505,0.037634409,386.73,0,78.60525466,5.259619909,6.45
"D2","DEKAL","S0","AgrCons",1,0,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,20.01156916,10.42332894,59644.67494,0.042253521,384.73,0,78.8923054,5.351515131,4.8
"D4","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,1,1,188,69,60,30,23,1.060127903,21.11588415,74.6068042,19.08797288,10.81121837,76324.38159,0.036649215,386.73,0,78.3972637,5.359462633,4
"D4","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,1,1,137,87,85.5,30,23,1.060127903,21.11588415,74.6068042,18.80734461,10.9405901,75644.40094,0.031413613,384.73,0.010471204,78.21014328,5.601715184,5.5
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,1,1,188,69,60,44,20,1.019558155,32.35618467,91.24216594,18.80734461,10.9405901,75644.40094,0.031413613,384.73,0.010471204,78.21014328,5.601715184,4
"D4","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,1,1,188,69,60,30,23,1.060127903,21.11588415,74.6068042,18.80734461,10.9405901,75644.40094,0.031413613,384.73,0.010471204,78.21014328,5.601715184,3.5
"D2","DEKAL","S0","AgrCons",1,0,1,1,2,1,0,1,1,156.075,46,30,44,20,1.019558155,32.35618467,91.24216594,19.72625,10.159,64500.19,0.01875,264.47,0,80.25125,4.309448848,4
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,1,0,0,1,1,69,0,0,29,22,2.958520648,27.59935301,84.78686529,17.94918549,10.09912811,43452.50963,0,1027,0.006410256,81.85682278,4.117067581,4.5
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,2,1,0,2,1,124,23,0,29,22,2.958520648,27.59935301,84.78686529,18.31381382,9.91843192,53084.90038,0.005076142,1610.2,0.005076142,82.35115138,4.36258688,4.8
"D4","OTRAS","S0","LabCeroMin",0,0,0,1,2,1,0,2,1,184.4,0.6,0.2,29,22,2.958520648,27.59935301,84.78686529,18.11261106,9.944432752,52019.93038,0,1592.6,0.005208333,82.37540011,4.545109269,4.5
"D4","OTRAS","S1","LabCeroMin",0,0,0,1,2,1,0,2,1,110.4,0.6,0.2,29,22,2.958520648,27.59935301,84.78686529,18.06753552,10.00635443,49123.37038,0,1329,0.005617978,82.04801585,4.307711685,5.5
"D4","OTRAS","S1","LabConvTra",0,0,1,0,2,0,0,2,1,213.56,28.52,0,17,27,1.639947917,14.93588542,58.11372396,19.12146267,11.77135459,69188.10248,0.018181818,477.69,0,80.59330028,4.757390502,4.5
"D4","DEKAL","S1","LabCeroMin",0,0,0,0,2,0,0,2,0,110,46,0,30,23,1.060127903,21.11588415,74.6068042,18.50333296,10.97612092,60108.92146,0.014285714,745.4,0,82.3604502,5.74007684,4.5
"D2","DEKAL","S1","AgrCons",0,0,0,0,1,0,0,2,1,32,23,15,47,23,1.254905303,30.23157197,100,18.58917169,8.909833133,51902.6803,0,1649.2,0,88.03482155,6.951268028,4.6
"D4","DEKAL","S0","LabCeroMin",0,1,0,0,3,0,0,2,1,179,46,30,26,26,1.175022481,18.15067472,83.421327,19.32780564,10.79863375,73447.11505,0.038674033,386.73,0,78.65313462,5.255297652,4.45
"D4","DEKAL","S1","LabCeroMin",0,0,0,1,2,0,1,2,1,184,0,0,22,23,1.0569118,13.67510446,34.51770002,19.44446852,11.43279396,62612.56941,0.02027027,463.49,0,81.07523342,4.695556619,2
"D3","DEKAL","S1","AgrCons",0,1,0,0,2,0,0,2,1,156,46,30,49,21,1.839676435,17.86984127,61.47150794,19.30162807,10.73727263,75028.137,0.037634409,395.73,0,78.62305036,5.257317939,2.1
"D3","DEKAL","S1","AgrCons",0,1,0,0,2,0,0,2,1,156,46,30,49,21,1.839676435,17.86984127,61.47150794,19.27322364,10.74514818,75259.24765,0.037433155,395.73,0,78.63052068,5.2531382,1.8
"D4","DEKAL","S0","AgrCons",0,0,1,0,2,1,0,2,1,120.6147,46.08,30.06,28,20,0.820993804,16.16617467,76.60158586,19.47215068,10.72709387,72391.437,0.039325843,395.73,0,78.69824364,5.200914362,4.1
"D4","DEKAL","S0","AgrCons",0,1,0,0,2,0,0,2,2,147,23,30,30,23,1.060127903,21.11588415,74.6068042,19.46029674,10.70754331,72184.13765,0.039325843,395.73,0,78.70756948,5.203721428,6.25
"D4","DEKAL","S0","AgrCons",0,0,0,1,2,0,0,2,1,156,46,30,24,29,3.444427351,25.2968481,94.67027638,19.31093924,10.78338429,74445.05765,0.038043478,395.73,0,78.61873569,5.285629936,3.4
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,0,0,3,2,156,46,30,24,29,3.444427351,25.2968481,94.67027638,19.29048913,10.49184783,73886.05,0.02173913,264.47,0,79.56983696,4.623718783,5
"D3","DEKAL","S0","AgrCons",0,0,1,1,2,0,0,3,2,156,46,30,49,21,1.839676435,17.86984127,61.47150794,19.06774869,10.60518325,76443.41,0.020942408,266.47,0,79.45544503,4.826192973,4.8
"D3","DEKAL","S0","AgrCons",0,0,1,1,2,0,0,3,2,156,46,30,49,21,1.839676435,17.86984127,61.47150794,19.18951872,10.59673797,75100.45,0.021390374,264.47,0,79.4715508,4.657723641,5.1
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,0,0,3,2,156,46,30,30,23,1.060127903,21.11588415,74.6068042,18.95870466,10.67870466,77386.87,0.020725389,266.47,0.005181347,79.4165285,4.81612665,5.3
"D3","DEKAL","S0","AgrCons",0,0,1,1,2,0,0,3,2,156,46,30,49,21,1.839676435,17.86984127,61.47150794,18.95870466,10.67870466,77386.87,0.020725389,266.47,0.005181347,79.4165285,4.81612665,4.7
"D4","DEKAL","S0","AgrCons",0,0,1,1,2,0,0,3,2,156,46,30,30,23,1.060127903,21.11588415,74.6068042,19.22010753,10.55317204,74680.79,0.021505376,264.47,0,79.51645161,4.629536815,4.1
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,19.87556658,10.44053361,64234.68505,0.04516129,386.73,0,78.85843463,5.274632392,5.8
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,19.94642366,10.31962555,63399.67279,0.045751634,395.73,0,78.9265841,5.297739824,5
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,19.72047595,10.45472359,62325.27094,0.039215686,384.73,0,79.02227037,5.351772918,5.6
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,44,20,1.019558155,32.35618467,91.24216594,19.74181295,10.46200455,63745.00494,0.038461538,384.73,0,79.00164979,5.303769998,5
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,19.74181295,10.46200455,63745.00494,0.038461538,384.73,0,79.00164979,5.303769998,5
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,19.87400536,10.44302424,63316.61647,0.045751634,386.73,0,78.91534227,5.279698141,4.4
"D2","DEKAL","S0","AgrCons",0,1,1,0,3,0,0,2,3,165,69,60,44,20,1.019558155,32.35618467,91.24216594,19.74501831,10.50962798,63151.64803,0.038961039,384.73,0,78.96706083,5.297460945,5.5
"D2","DEKAL","S0","AgrCons",0,1,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,19.74501831,10.50962798,63151.64803,0.038961039,384.73,0,78.96706083,5.297460945,6
"D2","DEKAL","S0","AgrCons",0,0,1,0,3,0,0,2,3,188,69,60,40,21,0.995455014,32.0184478,87.46197115,19.94642366,10.31962555,63399.67279,0.045751634,395.73,0,78.9265841,5.297739824,5.2
